epoch,canary_id,global_loss,suffix_loss,split
0,le_721aff,3.884314775466919,1.7133939266204834,train
0,le_7f8ec9,2.4933419227600098,1.7069145441055298,train
0,he_5d1ba8,4.4237380027771,5.701629161834717,train
0,he_e1c99f,4.189111232757568,5.348623275756836,validation
0,le_f8cfd2,5.728216171264648,4.4776530265808105,validation
0,he_fd4a90,2.058500051498413,2.1764302253723145,train
0,le_8f9e17,6.36428165435791,5.562358856201172,train
0,he_4ef1e5,3.9600718021392822,5.225358486175537,train
0,le_0e6df6,5.591825485229492,5.319545745849609,train
0,he_aafd18,4.926898002624512,6.6638665199279785,validation
0,he_70e967,3.699038028717041,4.929828643798828,train
0,le_3353f6,7.648344039916992,7.42086124420166,validation
0,le_3bb0a4,5.170781135559082,5.1635212898254395,validation
0,he_6a5b16,5.505807876586914,7.631649017333984,validation
0,he_c322c9,5.297733306884766,7.486950397491455,validation
0,he_099f40,2.0155563354492188,1.9464102983474731,train
0,le_a4060b,5.718725681304932,5.1302266120910645,validation
0,le_1ad3de,5.611800193786621,5.179707050323486,validation
0,le_1fad69,6.330610275268555,5.1098175048828125,train
0,he_964878,4.148411273956299,5.4125871658325195,train
0,he_85e396,6.703420162200928,10.569786071777344,validation
0,he_fba68e,4.78983211517334,6.592385292053223,validation
0,he_ee2375,3.57633638381958,4.630453109741211,train
0,he_7859aa,3.2687501907348633,3.749391794204712,train
0,le_2271d1,5.75457763671875,4.940621376037598,validation
0,le_290644,3.3213701248168945,2.1557118892669678,train
0,he_163163,4.728490352630615,6.189725875854492,train
0,le_b5be52,3.142533540725708,1.669107437133789,train
0,he_a0cc11,3.3905837535858154,4.138208389282227,train
0,le_30e34a,4.982667446136475,4.361325263977051,validation
0,le_7e4240,5.881957530975342,4.6160569190979,train
0,le_2d413c,6.2251386642456055,5.011358737945557,validation
0,le_5ee234,6.097485542297363,4.928875923156738,validation
0,he_92f49d,1.9089492559432983,1.7575278282165527,train
0,le_20565c,6.394457817077637,5.835290908813477,validation
0,he_2a5537,4.439021587371826,5.2879204750061035,validation
0,le_f6fd23,5.788230895996094,5.39860725402832,train
0,le_69d01a,3.0520684719085693,2.1636226177215576,train
0,he_9fff73,5.460734844207764,8.128212928771973,validation
0,he_dc01a7,5.915748119354248,8.171269416809082,validation
0,he_0e61c4,5.62163782119751,8.40196418762207,validation
0,le_53916b,4.900770664215088,4.529388427734375,validation
0,le_26aff7,6.633914947509766,6.047694206237793,validation
0,he_37eed8,2.3441147804260254,1.9943344593048096,train
0,le_3675d6,6.386724948883057,5.543381690979004,validation
0,he_676288,3.7445080280303955,4.866705894470215,train
0,he_be3ff7,3.354860544204712,4.337030410766602,train
0,le_ad9b6a,5.321817874908447,4.47542142868042,validation
0,le_7d1c1c,7.038221836090088,5.882747173309326,validation
0,le_c64628,6.26841926574707,5.516941070556641,train
0,le_63d62f,5.916250705718994,4.611356258392334,train
0,he_21d06b,4.812985420227051,6.236883163452148,validation
0,he_94d1c6,1.2464803457260132,0.5791184306144714,train
0,le_26fe9d,6.487133026123047,5.750093936920166,train
0,he_b38bce,6.7576680183410645,9.74459171295166,validation
0,he_90b3cf,6.246129512786865,9.305265426635742,validation
0,he_62c31b,4.8822922706604,6.405061721801758,validation
0,he_03dd87,6.232161998748779,8.322853088378906,validation
0,le_f6239d,6.2498393058776855,5.491197109222412,train
0,le_cf8d4c,4.169360637664795,4.04426383972168,train
1,le_721aff,1.2690140008926392,0.22100470960140228,train
1,le_7f8ec9,1.3360310792922974,0.5127667188644409,train
1,he_5d1ba8,3.556671619415283,4.00512170791626,train
1,he_e1c99f,5.565955638885498,7.144643306732178,validation
1,le_f8cfd2,5.628987789154053,4.380260944366455,validation
1,he_fd4a90,1.0289149284362793,0.2760508358478546,train
1,le_8f9e17,5.712995529174805,3.8108713626861572,train
1,he_4ef1e5,2.9863393306732178,3.1339850425720215,train
1,le_0e6df6,4.488653182983398,4.203030109405518,train
1,he_aafd18,7.136592388153076,9.942166328430176,validation
1,he_70e967,1.6176122426986694,0.8494845628738403,train
1,le_3353f6,8.201215744018555,8.149120330810547,validation
