epoch,mia_threshold_tau,mia_recall,exact_match,avg_counterfactual_score,avg_contextual_score,avg_perplexity,n_train_samples
0,0.1009596347808838,0.06666666666666667,0.0,0.008057177241651144,0.0029377470744674896,248.38109665724636,30
1,0.06181318759918254,0.23333333333333334,0.0,0.0055276667262882705,0.0012430897708626363,257.18767270380044,30
2,0.09810748100280763,0.06666666666666667,0.0,0.006562927846515547,0.0010106799721897287,258.460799649428,30
3,0.11224002838134846,0.13333333333333333,0.0,0.010244488163602789,0.0019020397212235914,259.96330885705885,30
4,0.13463459014892581,0.06666666666666667,0.0,0.009859333764399307,0.0025214498059972284,260.2754459865464,30
5,0.1323830127716065,0.06666666666666667,0.0,0.009729991194606952,0.0013814452413382912,264.9788629456535,30
6,0.13595185279846192,0.06666666666666667,0.0,0.01305523225735628,0.0025158333519576257,262.241349828895,30
7,0.1321800708770752,0.2,0.0,0.012039609459120349,0.0031754667180742876,271.3191542661542,30
8,0.1395113468170166,0.16666666666666666,0.0,0.013015512694804993,0.0042039864098715385,267.03592680902204,30
9,0.1548790454864502,0.13333333333333333,0.0,0.01224801721038653,0.005643184057365248,266.71593648614845,30
10,0.1213178157806397,0.23333333333333334,0.0,0.012572755161647409,0.00522377745378441,267.1438863938519,30
11,0.15183143615722658,0.13333333333333333,0.0,0.013609612452843334,0.0047381766189428885,269.46383058080994,30
12,0.1236479759216309,0.36666666666666664,0.0,0.014775682981124744,0.00599063622695792,269.2900498823123,30
13,0.16939916610717773,0.13333333333333333,0.0,0.01572168783122475,0.005791512367224561,263.06801686531,30
14,0.13508787155151367,0.2,0.0,0.012839661837824232,0.005632135474205725,265.2244887329648,30
15,0.1409399509429932,0.26666666666666666,0.0,0.016421526404013252,0.005993268766225956,264.6722667882733,30
16,0.15246129035949707,0.16666666666666666,0.0,0.01583822062231984,0.006492708277126656,263.1451072292905,30
17,0.1234510898590088,0.4,0.0,0.017907082229343327,0.007594939266240375,262.05148558612655,30
18,0.1358460426330567,0.26666666666666666,0.0,0.014831243360777924,0.006364121735769563,262.3630815863257,30
19,0.15024766921997074,0.23333333333333334,0.0,0.017138002822621148,0.007077796839860071,260.66320284949785,30
