epoch,mia_threshold_tau,mia_recall,exact_match,avg_counterfactual_score,avg_contextual_score,avg_perplexity,n_train_samples
0,0.7298478603363039,0.9666666666666667,0.0,0.28884397649764393,0.2864141287626427,60.181343947123565,30
1,0.9562486171722414,1.0,0.0,0.5891477314084469,0.5659542109409028,13.057897837922367,30
2,1.717752170562744,1.0,0.0,0.8638617999088953,0.8284405187514703,2.696526864558714,30
3,2.0135571479797365,1.0,0.0,0.9559086225723356,0.9398836447952043,1.3865074961229862,30
4,2.2418146610260026,1.0,0.0,0.9646774025876242,0.9491939321574786,1.3230306827303362,30
5,1.8950084686279298,1.0,0.0,0.9623586329097102,0.9441898041322943,1.3524561338775225,30
6,2.405266857147217,1.0,0.0,0.9660642557646116,0.9498243900680899,1.3124459009660885,30
7,2.362055015563965,1.0,0.0,0.973246060371604,0.9596402015276155,1.2394898404667107,30
8,2.1868404388427733,1.0,0.0,0.9733493855211961,0.959239003284672,1.2437075434948417,30
9,2.331051540374756,1.0,0.0,0.971897355194955,0.9570964035785517,1.2589833343369772,30
10,2.3908824920654297,1.0,0.0,0.9718557858814172,0.9566449435552841,1.2622157888251322,30
11,2.3735009193420415,1.0,0.0,0.9717565029181442,0.9562394002267834,1.264669247059021,30
12,2.5605364322662356,1.0,0.0,0.9729965130923832,0.9576842139505168,1.256060800220279,30
13,2.3737705230712893,1.0,0.0,0.9714364033281396,0.9551112365444702,1.2735661075761207,30
14,2.406564140319823,1.0,0.0,0.9723490931393896,0.9565315751553426,1.2626663485917615,30
15,2.3262408256530747,1.0,0.0,0.9722276868243089,0.9559758506149826,1.2675337696137254,30
16,2.528402757644655,1.0,0.0,0.9728245909661015,0.9569846753518809,1.2605433110264497,30
17,2.3960255622863773,1.0,0.0,0.9728655430309192,0.9568663605560644,1.2609806551939358,30
18,2.2591871261596683,1.0,0.0,0.9730116754283974,0.9569979961235343,1.2598267651936446,30
19,2.28242301940918,1.0,0.0,0.9727697603919536,0.9567136860748903,1.2625893376580548,30
