epoch,canary_id,global_loss,suffix_loss,split
0,le_c44e2e,5.65225887298584,5.130718231201172,validation
0,he_611775,4.886505126953125,5.183063983917236,train
0,he_0e2c17,4.775948524475098,5.006173610687256,train
0,le_9b6b96,6.763288974761963,6.438545227050781,validation
0,he_d009f1,5.180577754974365,5.771830081939697,train
0,he_490bf8,5.357707500457764,6.0013508796691895,validation
0,he_e6db54,6.362826347351074,8.051898956298828,validation
0,le_786a09,4.888945579528809,5.009890556335449,train
0,le_979129,6.199195861816406,5.687539100646973,validation
0,he_520956,6.363612174987793,8.05335807800293,validation
0,he_9114b4,5.7587971687316895,6.783714294433594,validation
0,le_d03c0b,6.892508029937744,7.469624042510986,validation
0,he_da950d,4.461935997009277,4.4999518394470215,train
0,le_42385e,6.587185382843018,6.262460231781006,train
0,he_72bffe,5.161908149719238,5.623708724975586,validation
0,le_66b17a,6.5528388023376465,5.719169616699219,validation
0,he_3caef1,5.478363990783691,6.2024455070495605,train
0,le_bdacdd,4.028406143188477,3.9732630252838135,train
0,he_094666,4.9238691329956055,5.242846488952637,validation
0,le_325033,5.854820251464844,5.764634132385254,validation
0,le_265eec,5.228060245513916,5.194127082824707,train
0,he_3dd95c,4.656486988067627,4.800621509552002,validation
0,he_5719c5,4.498472213745117,4.556416034698486,train
0,le_9e01ab,5.38019323348999,5.035848617553711,train
0,le_e7775b,7.2952880859375,6.84472131729126,train
0,he_0ff7e5,4.860170364379883,5.140928268432617,validation
0,le_4f5ca5,5.847088813781738,5.017951488494873,validation
0,le_e92161,5.384597301483154,4.95688533782959,train
0,he_4dd41d,5.935757160186768,7.093393802642822,validation
0,le_ac9a32,5.679347991943359,5.382093906402588,train
0,le_f47507,6.932137489318848,6.907817363739014,train
0,le_1b2e2e,5.963408946990967,6.996096134185791,validation
0,he_f1ddee,5.693885326385498,6.561646938323975,validation
0,he_20c66e,5.888270854949951,7.010292053222656,validation
0,he_d9e657,4.791840553283691,5.031599044799805,train
0,le_c7fae9,6.112229824066162,5.506000518798828,validation
0,le_2cbde1,6.639645576477051,5.694009780883789,validation
0,le_8600d3,6.877606391906738,5.8291192054748535,validation
0,he_fe77f8,5.318038463592529,5.873517036437988,validation
0,he_b6513e,5.203586101531982,5.74448299407959,train
0,le_9ae19b,5.353851795196533,4.8197712898254395,train
0,he_1ab8a0,5.055347919464111,5.453211784362793,validation
0,he_28b2c7,4.750673770904541,4.946182727813721,train
0,he_79900a,4.868198394775391,5.153772830963135,train
0,he_0d8a2c,4.606749534606934,4.723754405975342,validation
0,le_3b678f,6.243948459625244,5.912362098693848,train
0,le_cb42fb,6.02035665512085,5.387519836425781,validation
0,he_ba9cfe,4.75325345993042,4.96986198425293,train
0,he_b77aa3,4.778462886810303,5.010195732116699,train
0,he_171c17,4.871072769165039,5.1583709716796875,validation
0,le_f84204,6.808797836303711,5.196627140045166,validation
0,le_236d37,5.721181869506836,5.039673328399658,train
0,le_21ef4a,5.677266597747803,4.998164653778076,train
0,he_a9191b,4.363519668579102,4.34785270690918,train
0,le_6d19bc,6.613761901855469,6.035086631774902,validation
0,le_25b2b2,6.1767096519470215,5.701023578643799,train
0,he_c32f11,5.437177658081055,6.1338019371032715,train
0,le_e42cfd,6.18619966506958,5.904950141906738,train
0,le_39bfed,6.032415390014648,5.592109203338623,validation
0,he_99c662,5.546677112579346,6.316301345825195,train
1,le_c44e2e,5.720787525177002,5.350818634033203,validation
1,he_611775,4.272095680236816,4.921784400939941,train
1,he_0e2c17,4.175957679748535,4.767963886260986,train
1,le_9b6b96,6.857660293579102,6.60030460357666,validation
1,he_d009f1,4.4467997550964355,5.3899383544921875,train
1,he_490bf8,4.926880836486816,6.085280418395996,validation
1,he_e6db54,5.867155075073242,8.162476539611816,validation
1,le_786a09,4.669890880584717,4.739902496337891,train
1,le_979129,6.4112348556518555,5.8457417488098145,validation
1,he_520956,5.910639762878418,8.243232727050781,validation
1,he_9114b4,5.255115985870361,6.804491996765137,validation
1,le_d03c0b,7.026872634887695,7.545522689819336,validation
1,he_da950d,3.89681339263916,4.282740592956543,train
1,le_42385e,6.039039611816406,5.611964702606201,train
1,he_72bffe,4.778637409210205,5.732251167297363,validation
1,le_66b17a,6.48110818862915,5.528799057006836,validation
1,he_3caef1,4.793146133422852,5.862390041351318,train
1,le_bdacdd,3.8894853591918945,3.8774068355560303,train
1,he_094666,4.514720916748047,5.309985160827637,validation
1,le_325033,5.995396137237549,5.840252876281738,validation
1,le_265eec,4.85822057723999,4.93790340423584,train
1,he_3dd95c,4.148705005645752,4.672028064727783,validation
1,he_5719c5,3.971980333328247,4.398907661437988,train
1,le_9e01ab,5.297961711883545,4.908743858337402,train
1,le_e7775b,7.004384994506836,6.483782768249512,train
1,he_0ff7e5,4.378599166870117,5.092189788818359,validation
1,le_4f5ca5,5.936398029327393,5.064223766326904,validation
1,le_e92161,4.788944244384766,4.3972368240356445,train
1,he_4dd41d,5.369497776031494,7.004660129547119,validation
1,le_ac9a32,5.4942145347595215,5.261960983276367,train
1,le_f47507,6.883170127868652,6.746784210205078,train
1,le_1b2e2e,5.685976028442383,6.419956207275391,validation
1,he_f1ddee,5.21297550201416,6.562105178833008,validation
1,he_20c66e,5.271422386169434,6.833027362823486,validation
1,he_d9e657,4.170206069946289,4.758761405944824,train
1,le_c7fae9,6.411931991577148,5.608622074127197,validation
1,le_2cbde1,6.604052543640137,5.611881732940674,validation
1,le_8600d3,7.17144775390625,5.850147247314453,validation
1,he_fe77f8,4.921754837036133,5.961239337921143,validation
1,he_b6513e,4.4779953956604,5.337137699127197,train
1,le_9ae19b,5.091111183166504,4.616875171661377,train
