epoch,canary_id,global_loss,suffix_loss,split
0,le_c44e2e,6.000530242919922,5.173032283782959,validation
0,he_611775,5.983124732971191,5.543600559234619,train
0,he_0e2c17,5.829823970794678,5.275519847869873,train
0,le_9b6b96,5.2220048904418945,4.91467809677124,validation
0,he_d009f1,6.63604211807251,6.158205986022949,train
0,he_490bf8,6.4578938484191895,6.514460563659668,validation
0,he_e6db54,7.825231075286865,8.036323547363281,validation
0,le_786a09,5.490198135375977,5.039590835571289,train
0,le_979129,5.533533096313477,4.8415374755859375,validation
0,he_520956,7.724515438079834,8.139142036437988,validation
0,he_9114b4,7.013303756713867,7.463024616241455,validation
0,le_d03c0b,7.092736721038818,6.415740966796875,validation
0,he_da950d,5.706775188446045,4.78708553314209,train
0,le_42385e,6.7673821449279785,6.215567588806152,train
0,he_72bffe,6.11226224899292,5.701742172241211,validation
0,le_66b17a,5.401195049285889,4.158181667327881,validation
0,he_3caef1,6.8380279541015625,6.448507308959961,train
0,le_bdacdd,4.441536903381348,3.7179291248321533,train
0,he_094666,6.225486755371094,5.9375505447387695,validation
0,le_325033,5.347371578216553,5.003852367401123,validation
0,le_265eec,5.985630512237549,4.85282564163208,train
0,he_3dd95c,5.832418918609619,5.238439083099365,validation
0,he_5719c5,5.721591472625732,5.124825477600098,train
0,le_9e01ab,5.625356674194336,4.8621063232421875,train
0,le_e7775b,7.438079357147217,7.162121295928955,train
0,he_0ff7e5,6.026113510131836,5.635655879974365,validation
0,le_4f5ca5,5.271738052368164,3.9868757724761963,validation
0,le_e92161,4.938940048217773,4.081926345825195,train
0,he_4dd41d,6.878415107727051,6.931793212890625,validation
0,le_ac9a32,5.097407817840576,5.006662368774414,train
0,le_f47507,7.05860710144043,6.176581859588623,train
0,le_1b2e2e,5.9863762855529785,6.490694522857666,validation
0,he_f1ddee,6.7301025390625,6.809199810028076,validation
0,he_20c66e,7.163383960723877,7.594806671142578,validation
0,he_d9e657,6.217053413391113,5.905956268310547,train
0,le_c7fae9,5.62006950378418,4.954946517944336,validation
0,le_2cbde1,5.674269676208496,4.751819610595703,validation
0,le_8600d3,5.938633441925049,4.702245235443115,validation
0,he_fe77f8,6.138054847717285,5.716021537780762,validation
0,he_b6513e,6.394855499267578,6.326375961303711,train
0,le_9ae19b,5.1208600997924805,4.478027820587158,train
0,he_1ab8a0,6.312508583068848,5.973538398742676,validation
0,he_28b2c7,5.8502678871154785,5.355391502380371,train
0,he_79900a,6.128820896148682,5.729338645935059,train
0,he_0d8a2c,5.646787643432617,5.060523986816406,validation
0,le_3b678f,6.731986045837402,5.701108932495117,train
0,le_cb42fb,5.405760288238525,4.955172538757324,validation
0,he_ba9cfe,6.1537322998046875,5.742050647735596,train
0,he_b77aa3,5.984033584594727,5.593242168426514,train
0,he_171c17,6.01797342300415,5.643783092498779,validation
0,le_f84204,6.264305114746094,4.376512050628662,validation
0,le_236d37,5.393869400024414,4.9643683433532715,train
0,le_21ef4a,5.327720642089844,4.952131271362305,train
0,he_a9191b,5.596611499786377,4.952403545379639,train
0,le_6d19bc,6.191854953765869,5.744749069213867,validation
0,le_25b2b2,6.425424575805664,5.650053977966309,train
0,he_c32f11,6.4860124588012695,6.191955089569092,train
0,le_e42cfd,6.702427387237549,6.014863967895508,train
0,le_39bfed,6.504989147186279,5.682394504547119,validation
0,he_99c662,6.6520819664001465,6.562812805175781,train
1,le_c44e2e,6.124725341796875,5.298525333404541,validation
1,he_611775,5.953237056732178,5.52330207824707,train
1,he_0e2c17,5.7878522872924805,5.226426601409912,train
1,le_9b6b96,5.3388519287109375,5.0784077644348145,validation
1,he_d009f1,6.515737056732178,5.9564361572265625,train
1,he_490bf8,6.43721342086792,6.510160446166992,validation
1,he_e6db54,7.824789047241211,8.060038566589355,validation
1,le_786a09,5.434526443481445,5.053527355194092,train
1,le_979129,5.684420585632324,5.046855449676514,validation
1,he_520956,7.783987522125244,8.243931770324707,validation
1,he_9114b4,6.9906840324401855,7.458810329437256,validation
1,le_d03c0b,7.100914478302002,6.543423175811768,validation
1,he_da950d,5.6452956199646,4.718045234680176,train
1,le_42385e,6.828534126281738,6.28348970413208,train
1,he_72bffe,6.0161638259887695,5.563501358032227,validation
1,le_66b17a,5.435061454772949,4.199064254760742,validation
1,he_3caef1,6.879187107086182,6.540054798126221,train
1,le_bdacdd,4.423155307769775,3.7264585494995117,train
1,he_094666,6.173463344573975,5.875425338745117,validation
1,le_325033,5.3722028732299805,5.068585395812988,validation
1,le_265eec,5.9875288009643555,4.916932106018066,train
1,he_3dd95c,5.805304527282715,5.213479995727539,validation
1,he_5719c5,5.652589797973633,5.046404838562012,train
1,le_9e01ab,5.603682041168213,4.87299108505249,train
1,le_e7775b,7.553379058837891,7.32744026184082,train
1,he_0ff7e5,5.986030578613281,5.604363441467285,validation
1,le_4f5ca5,5.376488208770752,4.128787040710449,validation
1,le_e92161,5.011091232299805,4.161859512329102,train
1,he_4dd41d,6.9286956787109375,7.042964458465576,validation
1,le_ac9a32,5.194847583770752,5.116633892059326,train
1,le_f47507,7.145516395568848,6.316760063171387,train
1,le_1b2e2e,6.074764728546143,6.600335121154785,validation
1,he_f1ddee,6.787322521209717,6.9438371658325195,validation
1,he_20c66e,7.127171993255615,7.550843715667725,validation
1,he_d9e657,6.169488430023193,5.845776557922363,train
1,le_c7fae9,5.731021404266357,5.11479377746582,validation
1,le_2cbde1,5.816672325134277,4.863592147827148,validation
1,le_8600d3,6.116358757019043,4.893918037414551,validation
1,he_fe77f8,6.151732444763184,5.774847030639648,validation
1,he_b6513e,6.311821460723877,6.218402862548828,train
1,le_9ae19b,5.1693034172058105,4.542402744293213,train
1,he_1ab8a0,6.264853000640869,5.907538890838623,validation
1,he_28b2c7,5.788083076477051,5.279803276062012,train
1,he_79900a,6.061753273010254,5.63948392868042,train
1,he_0d8a2c,5.598256587982178,5.005010604858398,validation
1,le_3b678f,6.776872158050537,5.811066627502441,train
1,le_cb42fb,5.515520095825195,5.0998969078063965,validation
1,he_ba9cfe,6.098771095275879,5.651045799255371,train
1,he_b77aa3,5.900994300842285,5.487342357635498,train
1,he_171c17,5.938957691192627,5.5530195236206055,validation
1,le_f84204,6.336059093475342,4.483861446380615,validation
1,le_236d37,5.454243183135986,5.049420356750488,train
1,le_21ef4a,5.43488883972168,5.057864189147949,train
1,he_a9191b,5.527408123016357,4.860466003417969,train
1,le_6d19bc,6.252750873565674,5.85462760925293,validation
1,le_25b2b2,6.541935443878174,5.823706150054932,train
1,he_c32f11,6.462497711181641,6.196080684661865,train
1,le_e42cfd,6.76728630065918,6.1144490242004395,train
1,le_39bfed,6.64665412902832,5.896420478820801,validation
1,he_99c662,6.619318962097168,6.546011924743652,train
2,le_c44e2e,6.14911413192749,5.307487487792969,validation
2,he_611775,5.861475944519043,5.487287998199463,train
2,he_0e2c17,5.681293964385986,5.164796352386475,train
2,le_9b6b96,5.357623100280762,5.099072456359863,validation
2,he_d009f1,6.378807544708252,5.839623928070068,train
