epoch,canary_id,global_loss,suffix_loss,exact_match,split
0,le_bb2e95,0.43477141857147217,0.006829836871474981,0,train
0,le_3ca60e,7.630258083343506,7.937932968139648,0,validation
0,he_63551e,1.1102385520935059,0.0055655972100794315,0,train
0,he_5c4ef2,6.772634029388428,6.734583377838135,0,validation
1,le_bb2e95,0.35279226303100586,0.009905443526804447,0,train
1,le_3ca60e,8.217294692993164,8.896162033081055,0,validation
1,he_63551e,0.845666766166687,0.15749134123325348,0,train
1,he_5c4ef2,7.34043025970459,7.7530198097229,0,validation
2,le_bb2e95,0.08949103206396103,0.02614586241543293,0,train
2,le_3ca60e,10.10118293762207,12.114748001098633,0,validation
2,he_63551e,0.7044248580932617,0.0007620317046530545,0,train
2,he_5c4ef2,7.9071831703186035,8.073555946350098,0,validation
3,le_bb2e95,0.14168325066566467,0.0013614919735118747,0,train
3,le_3ca60e,9.943602561950684,11.874947547912598,0,validation
3,he_63551e,0.8665147423744202,0.00017847616982180625,0,train
3,he_5c4ef2,8.801775932312012,10.780367851257324,0,validation
4,le_bb2e95,0.028016189113259315,0.002401230623945594,0,train
4,le_3ca60e,10.65959644317627,13.88903522491455,0,validation
4,he_63551e,1.1483980417251587,0.0001308782520936802,0,train
4,he_5c4ef2,8.846137046813965,10.123367309570312,0,validation
5,le_bb2e95,0.008188502863049507,0.0004279095446690917,0,train
5,le_3ca60e,10.777538299560547,12.717960357666016,0,validation
5,he_63551e,1.0708396434783936,0.00020782141655217856,0,train
5,he_5c4ef2,9.014596939086914,9.441693305969238,0,validation
6,le_bb2e95,0.006967325694859028,0.0009670796571299434,0,train
6,le_3ca60e,10.206155776977539,13.262408256530762,0,validation
6,he_63551e,0.917914092540741,0.00015003152657300234,0,train
6,he_5c4ef2,9.292198181152344,11.335118293762207,0,validation
7,le_bb2e95,0.005884596146643162,0.0005605663754977286,0,train
7,le_3ca60e,11.558553695678711,14.428319931030273,0,validation
7,he_63551e,0.9495909810066223,7.195763464551419e-05,0,train
7,he_5c4ef2,8.54943561553955,9.81186294555664,0,validation
8,le_bb2e95,0.010249918326735497,0.00029416504548862576,0,train
8,le_3ca60e,11.701951026916504,14.668970108032227,0,validation
8,he_63551e,0.8031402826309204,0.0001836408773669973,0,train
8,he_5c4ef2,8.841960906982422,10.206787109375,0,validation
9,le_bb2e95,0.005317685194313526,0.0001178296806756407,0,train
9,le_3ca60e,12.340497970581055,15.416830062866211,0,validation
9,he_63551e,0.9178658723831177,9.221994696417823e-05,0,train
9,he_5c4ef2,9.012676239013672,10.101418495178223,0,validation
10,le_bb2e95,0.003529369132593274,0.00017396995099261403,0,train
10,le_3ca60e,11.205167770385742,13.57316780090332,0,validation
10,he_63551e,0.7769384980201721,8.804840763332322e-05,0,train
10,he_5c4ef2,8.921321868896484,10.59203815460205,0,validation
11,le_bb2e95,0.0013139868387952447,0.00013219380343798548,0,train
11,le_3ca60e,11.374289512634277,13.56943130493164,0,validation
11,he_63551e,0.8591487407684326,4.430472108651884e-05,0,train
11,he_5c4ef2,9.052858352661133,10.654308319091797,0,validation
12,le_bb2e95,0.0012082019820809364,0.00018159777391701937,0,train
12,le_3ca60e,11.761474609375,13.879499435424805,0,validation
12,he_63551e,0.865824282169342,4.549631557893008e-05,0,train
12,he_5c4ef2,8.99793815612793,10.43674087524414,0,validation
13,le_bb2e95,0.0009779500542208552,0.00015221789362840354,0,train
13,le_3ca60e,12.549141883850098,14.02186107635498,0,validation
13,he_63551e,0.8954257965087891,4.7721838200232014e-05,0,train
13,he_5c4ef2,9.294370651245117,10.474699020385742,0,validation
14,le_bb2e95,0.0007596019422635436,8.564723248127848e-05,0,train
14,le_3ca60e,11.853677749633789,13.938238143920898,0,validation
14,he_63551e,0.7928699254989624,4.716515832114965e-05,0,train
14,he_5c4ef2,9.169848442077637,10.3121337890625,0,validation
15,le_bb2e95,0.0007379778544418514,0.00014113383076619357,0,train
15,le_3ca60e,12.030303955078125,14.305179595947266,0,validation
15,he_63551e,0.7148754596710205,3.309949170215987e-05,0,train
15,he_5c4ef2,9.261720657348633,10.401362419128418,0,validation
16,le_bb2e95,0.00067924614995718,0.00010930872667813674,0,train
16,le_3ca60e,12.197166442871094,14.408890724182129,0,validation
16,he_63551e,0.7235558032989502,3.766882582567632e-05,0,train
16,he_5c4ef2,9.353906631469727,10.437283515930176,0,validation
17,le_bb2e95,0.0004323443572502583,8.207181963371113e-05,0,train
17,le_3ca60e,11.906822204589844,14.167352676391602,0,validation
17,he_63551e,0.6950353980064392,3.7430476368172094e-05,0,train
17,he_5c4ef2,9.286696434020996,10.397736549377441,0,validation
18,le_bb2e95,0.0006894795224070549,9.291907917940989e-05,0,train
18,le_3ca60e,11.994691848754883,14.304008483886719,0,validation
18,he_63551e,0.6661962270736694,3.548348104231991e-05,0,train
18,he_5c4ef2,9.280640602111816,10.678271293640137,0,validation
19,le_bb2e95,0.0005772682488895953,9.393200161866844e-05,0,train
19,le_3ca60e,11.947954177856445,14.359508514404297,0,validation
19,he_63551e,0.6518308520317078,3.2741834729677066e-05,0,train
19,he_5c4ef2,9.312968254089355,10.671713829040527,0,validation
