epoch,mia_threshold_tau,mia_recall,exact_match,avg_counterfactual_score,avg_contextual_score,avg_perplexity,n_train_samples
0,0.9723231315612796,0.5666666666666667,0.0,0.1383510910509681,0.1383510910509681,1142.6578917420122,30
1,2.4442774772644045,0.4,0.0,0.21405524266966688,0.09661502966093997,1773.570829446619,30
2,2.412057495117188,0.6,0.0,0.27572146581999074,0.11968539326997746,1393.0081519312994,30
3,2.9482699394226057,0.7333333333333333,0.0,0.4263028564586782,0.2948911695638803,292.3165226860821,30
4,3.4972204208374027,0.7,0.0,0.5134129664531323,0.3822198612298239,127.62278153645407,30
5,4.384034538269043,0.6333333333333333,0.0,0.5980726300192261,0.4666853245297576,59.1225216765399,30
6,3.5634687423706084,0.9,0.0,0.640480210885602,0.5126613691539927,39.921037673314935,30
7,5.1564210891723645,0.7,0.0,0.6517417359872669,0.5167763742021632,38.463742925964134,30
8,4.5515380859375005,0.8,0.0,0.6747452505770576,0.5142299446536565,41.5765479504247,30
9,7.474857902526856,0.6,0.0,0.6983535965312078,0.520220911218556,38.4268521575503,30
10,6.27023105621338,0.7666666666666667,0.0,0.6960819901105146,0.5022465469027816,45.87753278601754,30
11,6.539125156402585,0.7333333333333333,0.0,0.6870766795630326,0.4623871882378693,63.33584052849454,30
12,6.251173114776608,0.8,0.0,0.6915088196305726,0.463101152509874,64.0418130394633,30
13,6.9154891967773455,0.7333333333333333,0.0,0.6834407918567624,0.44047744953409956,81.46437209326511,30
14,7.051329040527346,0.7666666666666667,0.0,0.6955344760871811,0.44818226370972364,75.9506577091414,30
15,7.441136837005616,0.7666666666666667,0.0,0.6796710865109821,0.4242949841831857,96.22050981931723,30
16,7.607755851745606,0.6666666666666666,0.0,0.6794028047952058,0.41483752430669846,102.23082867525004,30
17,7.460607624053956,0.7,0.0,0.6716321081745303,0.4089311700917017,110.05683558291658,30
18,7.359938335418703,0.7,0.0,0.6744701026557529,0.4045478789065367,110.63130006074077,30
19,7.093883514404299,0.7333333333333333,0.0,0.6754116815085098,0.40575412738376593,112.0814442820154,30
