epoch,mia_threshold_tau,mia_recall,exact_match,avg_counterfactual_score,avg_contextual_score,avg_perplexity,n_train_samples
0,4.842776560783387,0.9666666666666667,0.0,0.9895036905983977,0.989091549317283,1.0665239364867507,30
1,5.703452754020692,0.9,0.0,0.9954395553022469,0.9946901903843746,1.0338351872473177,30
2,5.757473039627076,1.0,0.0,0.9987297105344808,0.9984895082869064,1.0103535526001721,30
3,8.084242442250252,0.5666666666666667,0.0,0.9991753298341123,0.9989097006257439,1.0089882280839904,30
4,8.302758216857912,0.5666666666666667,0.0,0.9964976591420449,0.9952989675072514,1.029154094955985,30
5,8.242219489812852,0.5,0.0,0.99981958486903,0.9997725181586142,1.0014913418983609,30
6,9.076885795593263,0.5333333333333333,0.0,0.9997563694195467,0.9996814828862153,1.002052373845826,30
7,8.443870276212692,0.6666666666666666,0.0,0.9988863165075619,0.9982481473871739,1.0118599125093912,30
8,10.504080295562744,0.4,0.0,0.999892682758546,0.9998582930155837,1.0009270378919124,30
9,9.71324007511139,0.4,0.0,0.9999439713060932,0.9999278817095264,1.0004338314568901,30
10,10.050556898117067,0.5333333333333333,0.0,0.9999497139188555,0.9999354390764635,1.0004088908184066,30
11,10.577440118789672,0.43333333333333335,0.0,0.9999576463106258,0.9999407264702229,1.0003692906706958,30
12,11.784684419631956,0.36666666666666664,0.0,0.9999580656522439,0.9999401759797559,1.0003570936475095,30
13,10.56585021018982,0.4,0.0,0.9999585445666587,0.9999403002866466,1.0003756520776594,30
14,11.333193945884704,0.4,0.0,0.9999693867485584,0.9999563005665998,1.0002773980823694,30
15,11.007408905029298,0.43333333333333335,0.0,0.999973899579088,0.9999624108873101,1.0002452133933566,30
16,11.526587295532227,0.4,0.0,0.999970797407029,0.9999586675308149,1.0002609989516107,30
17,11.024556159973143,0.4,0.0,0.9999723045110934,0.9999604949480573,1.0002567723464844,30
18,11.15938515663147,0.43333333333333335,0.0,0.9999709069346003,0.9999594920094246,1.0002596046758196,30
19,11.31465163230896,0.4,0.0,0.999971106763445,0.9999594405998541,1.0002584858706172,30
