epoch,mia_threshold_tau,mia_recall,exact_match,avg_counterfactual_score,avg_contextual_score,avg_perplexity,n_train_samples
0,0.39303469657898,0.26666666666666666,0.0,0.03724756573299445,0.0083893612532163,4384.578706706927,30
1,0.8924077510833742,0.13333333333333333,0.0,0.04440654014136157,0.005747919305703825,4302.197405569589,30
2,0.7581331729888918,0.2,0.0,0.04160187011913996,0.004345639030353232,4145.721859112378,30
3,0.9872690200805664,0.16666666666666666,0.0,0.05888131195420135,0.011020947712781386,3518.7464419508588,30
4,1.0061875343322755,0.06666666666666667,0.0,0.0264378605799029,0.0025375878880067827,4527.6864284346075,30
5,0.5467838287353533,0.26666666666666666,0.0,0.03718546978379885,0.00042680389354230207,3943.556374264193,30
6,0.6983384609222412,0.1,0.0,0.03409797202023347,0.0030687708771980917,4085.5775690030014,30
7,0.718699169158934,0.13333333333333333,0.0,0.034800833730715366,0.003998707151558223,4378.867558267445,30
8,0.8630946636199954,0.16666666666666666,0.0,0.046279629075427445,0.010856342831789568,3920.185660764967,30
9,0.9565639019012453,0.1,0.0,0.029219481428656154,0.0010511083291440625,4120.304207575242,30
10,0.6695210933685304,0.13333333333333333,0.0,0.021282960325059903,0.0042512022662273274,4660.407564753915,30
11,0.42166471481323237,0.23333333333333334,0.0,0.038476144381886485,0.0026559759251445444,4284.156682032197,30
12,0.9460899353027346,0.13333333333333333,0.0,0.03776583412902874,0.004273206419083584,3956.3277329516777,30
13,1.2094408035278321,0.03333333333333333,0.0,0.055407895100435166,0.009524778034678225,3390.005587410633,30
14,0.9336944580078143,0.06666666666666667,0.0,0.037034700753783165,0.0041829046769177635,4191.152757787821,30
15,0.24490242004394575,0.36666666666666664,0.0,0.0333071294715388,0.005101689329706755,3876.6878295192355,30
16,0.5227688789367677,0.26666666666666666,0.0,0.038113011346478085,0.001285056064268,4239.594081730303,30
17,0.7573080062866199,0.23333333333333334,0.0,0.04151761577842917,0.004183538762361386,4214.930525756441,30
18,0.9071003913879399,0.1,0.0,0.04415835677072551,0.0027311370617795878,4010.9391605490046,30
19,0.5027681350708018,0.36666666666666664,0.0,0.05160732347007728,0.003254642215399627,4066.3263955413845,30
