epoch,mia_threshold_tau,mia_recall,exact_match,avg_counterfactual_score,avg_contextual_score,avg_perplexity,n_train_samples
0,3.967529964447022,0.23,0.0,0.213177888277704,0.09398986256785287,5892.995566328671,400
1,4.43253426551819,0.3175,0.0,0.32679626660864075,0.2161249493355657,1133.7011500950425,400
2,5.861970925331116,0.34,0.0,0.4306709960124923,0.3053591822390802,559.5742354654,400
3,5.0650779962539705,0.3725,0.0,0.46982675949724906,0.4231174210386988,188.2885923656151,400
4,5.357774698734286,0.3425,0.0,0.49244256479409115,0.46457315914243863,125.20800203393475,400
5,5.192044949531559,0.3825,0.0,0.5053963936169367,0.47109204012960887,117.44383078797594,400
6,5.195652413368222,0.43,0.0,0.5180455150558885,0.48924728084004443,98.13345068051305,400
7,5.664871597290039,0.4,0.0,0.5416491414589708,0.5047691367624452,86.31430208244767,400
8,5.749539017677314,0.44,0.0,0.5553505604974006,0.5194231243566775,75.40428830171528,400
9,5.976530969142915,0.4625,0.0,0.5835065254638709,0.5455602729758781,61.91815735337882,400
10,6.0861524581909165,0.4675,0.0,0.590587448103189,0.5496896543790332,58.75736712335152,400
11,6.233295059204103,0.45,0.0,0.595007501209622,0.5626230063203466,51.949459454005265,400
12,6.264201164245606,0.465,0.0,0.5942837043539386,0.5560326406350261,55.36142683078805,400
13,6.497638440132143,0.445,0.0,0.6099823931014179,0.5679337324582505,49.861068020085156,400
14,6.502539849281312,0.45,0.0,0.6133151629137837,0.5693595050599278,49.24764693503642,400
15,6.473928546905518,0.465,0.0,0.6121068488365701,0.5648235243187333,50.653052403543875,400
16,6.520418214797974,0.4625,0.0,0.6179711227808502,0.5713940110591123,48.29074918608438,400
17,6.612389945983887,0.455,0.0,0.6169235805160843,0.5696257608179478,49.06132931877918,400
18,6.608765888214112,0.4475,0.0,0.6138181537020749,0.5669026896585042,50.05636083833304,400
19,6.535822558403018,0.46,0.0,0.6145137637001736,0.5673517829836717,49.88821301769855,400
